Name,Address,Rating,Enrollment,Grade span
Raymond-Knowles Community Day School,"31828 Rd. 600, Raymond",-,-1,-
Raymond-Knowles Elementary School,"31828 Rd. 600, Raymond",31,90,KG-08
Reach Academy School,"9860 Sunnyside St., Oakland",1,383,KG-05
Ready Springs Elementary School,"10862 Spenceville Rd., Penn Valley",48,245,KG-08
Reagan Elementary School,"3701 Ashlan Ave., Clovis",85,769,KG-06
Reagan Elementary School,"340 N. Harvard, Lindsay",5,407,KG-08
Reche Canyon Elementary School,"3101 Canyon Vista Dr., Colton",30,595,KG-06
Red Bank Elementary School,"1454 Locan Ave., Clovis",86,796,KG-06
Red Bluff Community Day School,"1050A Dumosa St., Red Bluff",-,8,05-08
Red Bluff Community Day K-5 School,"695 Kimball Rd., Red Bluff",-,8,KG-05
Red Bluff High School,"1260 Union St., Red Bluff",37,"1,483",09-12
Red Hawk Elementary School,"32045 Camino San Jose, Temecula",83,543,KG-05
Red Hill Elementary School,"11911 Red Hill Ave., Santa Ana",91,590,KG-05
Red Oak Elementary School,"4857 Rockfield St., Oak Park",97,595,KG-05
Redding (Ray) High (Continuation) School,"1517 Highway 78, Julian",-,5,10-12
Redding Collegiate Academy School,"3200 Adams Ln., Redding",-,40,KG-08
Redding Community Day School,"5885 E. Bonnyview Rd., Redding",-,17,01-08
Redding Elementary School,"1421 Pine St., San Francisco",48,255,KG-05
Redding Stem Academy School,"3711 Oasis Rd., Redding",-,-,KG-08
Redding Of The Arts School,"955 Inspiration Pl., Redding",-,-,KG-12
Redding Of The Arts Ii School,"955 Inspiration Pl., Redding",-,543,KG-8
Redlands East Valley High School,"31000 E. Colton Ave., Redlands",70,"2,158",09-12
Redlands Senior High School,"840 E. Citrus Ave., Redlands",86,"2,351",09-12
Redlands Eacademy School,"820 W. Stuart Ave., Redlands",77,73,KG-12
Redondo Beach Learning Academy School,"1000 Del Amo St., Redondo Beach",-,8,09-12
Redondo Shores High (Continuation) School,"1000 Del Amo St., Redondo Beach",9,47,09-12
Redondo Union High School,"631 Vincent Park, Redondo Beach",84,"2,755",09-12
Redway Elementary School,"344 Humboldt Ave., Redway",26,278,KG-06
Redwood Academy Of Ukiah School,"1059 N. State St., Ukiah",94,143,07-12
Redwood Coast Montessori School,"1611 Peninsula Dr., Arcata",49,99,KG-08
Redwood Consortium For Student Services School,"1000 Yulupa Ave., Santa Rosa",-,117,KG-06
Redwood Continuation High School,"18400 Clifton Way, Castro Valley",20,141,09-12
Redwood Elementary School,"6900 Lake Earl Dr., Crescent City",49,497,KG-08
Redwood Elementary School,"8570 Redwood Ave., Fontana",34,544,KG-06
Redwood Elementary School,"324 S. Lincoln St., Fort Bragg",-,429,KG-02
Redwood Elementary School,"331 N. Shafter Ave., Shafter",10,938,KG-06
Redwood Heights Elementary School,"4401 39th Ave., Oakland",58,359,KG-05
Redwood High School,"395 Doherty Dr., Larkspur",93,"1,770",09-12
Redwood High School,"1968 Old Co Rd., Redwood City",5,273,09-12
Redwood High School,"1001 W. Main St., Visalia",56,"2,151",09-12
Redwood Middle School,"3600 Oxford St., Napa",37,"1,025",06-08
Redwood Middle School,"13925 Fruitvale Ave., Saratoga",99,889,06-08
Redwood Middle School,"233 W. Gainsborough Rd., Thousand Oaks",81,888,06-08
Redwood Preparatory Charter School,"1355 Ross Hill Rd., Fortuna",71,218,KG-08
Redwood Shores Elementary School,"225 Shearwater Pkwy., Redwood City",94,499,KG-05
Reed Elementary School,"1524 Jacob Ave., San Jose",81,459,KG-05
Reed Elementary School,"1199 Tiburon Blvd., Tiburon",-,442,KG-02
Reedley High School,"740 W. N. Ave., Reedley",48,"1,737",09-12
Reedley Middle College High School,"995 N. Reed Ave., Reedley",85,126,09-12
Reeds Creek Elementary School,"18335 Johnson Rd., Red Bluff",39,145,KG-08
Reef Sunset Middle School,"608 N. First Ave., Avenal",12,313,06-08
Reef-Sunset Primary Community Day School,"500 S. First St., Avenal",-,3,01-06
Reef-Sunset Secondary Community Day School,"861 Monterey St., Avenal",-,7,07-12
Refugio High School,"2975 E. Highway 246, Santa Ynez",-,31,09-12
Regency Park Elementary School,"5901 Bridgecross Dr., Sacramento",59,807,KG-05
Reginald M. Benton Middle School,"15709 E. Olive Branch Rd., La Mirada",39,504,06-08
Reid High School,"2153 W. Hill St., Long Beach",12,161,11-12
Reidy Creek Elementary School,"2869 N. BRd.way, Escondido",61,623,KG-05
Renaissance School,"104 Magnolia Ave., Brawley",-,17,09-12
Renaissance Academy School,"1720 Hopkins Dr., San Jose",77,285,06-08
Renaissance Arts Academy School,"1800 Colorado Blvd., Los Angeles",89,357,06-12
Renaissance Arts Academy K-12 School,"1816 Colorado Blvd., Los Angeles",65,58,KG-12
Renaissance County Community School,"14600 Cerise Ave., Hawthorne",15,115,07-12
Renaissance Court School,"1111 Whalen Way, Lakeport",-,3,KG-12
Renaissance High School,"333 N. Palm Ave., Santa Paula",19,122,09-12
Renaissance High Continuation School,"11 Spring Valley Rd., La Selva Beach",15,168,09-12
Renaissance High For The Arts School,"1400 E. 20th St., Long Beach",65,452,09-12
Renaissance At Mathson School,"2050 Kammerer Ave., San Jose",59,289,06-08
Renu Hope Pre School,"771 W. Williams, Banning",-,-,-
Repetto Elementary School,"650 S. Grandridge Ave., Monterey Park",83,790,KG-08
Rescue Elementary School,"3880 Green Valley Rd., Rescue",90,424,KG-05
Reseda Elementary School,"7265 Amigo Ave., Los Angeles",39,409,KG-05
Reseda Senior High School,"18230 Kittridge St., Los Angeles",41,"1,597",09-12
Resnik Camp School,"5300 W. Ave. l, Lancaster",-,-1,07-12
Resolute Academy Charter School,"1265 E. 112th St., Los Angeles",29,98,05-08
Revere (Paul) Elementary School,"140 W. Guinida Ln., Anaheim",20,919,KG-06
Revere (Paul) Elementary School,"555 Tompkins Ave., San Francisco",13,462,KG-08
Reyburn Intermediate School,"2901 DeWolf Ave., Clovis",76,"1,299",07-08
Reymouth Special Education Center School,"1965 Birkmont Dr., Rancho Cordova",-,-,-
Reynolds Elementary School,"4575 Douglas Dr., Oceanside",33,630,KG-05
Rhoda Maxwell Elementary School,"50 Ashley Ave., Woodland",21,493,KG-06
Rialto High School,"595 S. Eucalyptus Ave., Rialto",38,"2,716",09-12
Rialto Middle School,"1262 W. Rialto Ave., Rialto",16,"1,245",06-08
Ricardo Lizarraga Elementary School,"401 E. 40th Pl., Los Angeles",13,666,KG-05
Rice (Eldridge) Elementary School,"2150 N. Angelus Ave., Rosemead",54,515,KG-06
Rice (Lilian J.) Elementary School,"915 Fourth Ave., Chula Vista",45,686,KG-06
Rice (William) Elementary School,"700 E. Vickie Ave., Santa Maria",17,922,KG-06
Rice Canyon Elementary School,"29535 W.wind Dr., Lake Elsinore",42,932,KG-05
Richard A. Alonzo Community Day School,"5755 Fountain Ave., Los Angeles",19,177,07-12
Richard Bard Elementary School,"622 E. Pleasant Valley Rd., Port Hueneme",16,695,KG-06
Richard E. Byrd Middle School,"8501 Arleta Ave., Los Angeles",20,"1,602",06-08
Richard H. Lewis Alternative School,"15850 Dam Rd Ex, Clearlake",-,36,KG-12
Richard Haynes Elementary School,"715 W. Francis St., Ontario",32,782,KG-06
Richard Henry Dana Elementary School,"24242 La Cresta Dr., Dana Point",24,274,KG-05
Richard Henry Dana Exceptional Needs School,"24242 La Cresta Dr., Dana Point",-,62,KG-06
Richard Henry Dana Middle School,"1401 S. First Ave., Arcadia",93,743,06-08
Richard Henry Dana Middle School,"5504 W. 135th St., Hawthorne",79,984,06-08
Richard Henry Dana Middle School,"1501 S. Cabrillo Ave., Los Angeles",24,"1,546",06-08
Richard Henry Lee Elementary School,"11481 Foster Rd., Los Alamitos",94,658,KG-05
Richard L. Graves Middle School,"13243 E. Los Nietos Rd., Whittier",30,747,07-08
Richard M. Moon Primary School,"319 N. Reinway Ave., Waterford",20,558,KG-03
Richard Riordan Primary Center School,"5531 Monte Vista St., Los Angeles",-,223,KG-01
Richardson Prep High School,"455 S. K St., San Bernardino",95,617,06-08
Richfield Elementary School,"23875 River Rd., Corning",51,241,KG-08
Richgrove Elementary School,"20812 Grove Dr., Richgrove",6,651,KG-08
Richland Avenue Elementary School,"11562 Richland Ave., Los Angeles",44,246,KG-06
Richland Continuation High School,"615 N. Lemon St., Orange",18,308,11-12
Richland Elementary School,"910 Borden Rd., San Marcos",70,805,KG-05
Richland Junior High School,"331 Shafter Ave., Shafter",15,794,07-08
Richman Elementary School,"700 S. Richman Ave., Fullerton",34,769,KG-06
Richmond Charter Academy School,"1450 Marina Way S., Richmond",58,231,06-08
Richmond Charter Elementary-Benito Juarez School,"777 Sonoma St., Richmond",51,405,KG-05
Richmond College Preparatory School,"214 S. 11th St., Richmond",49,444,KG-06
Richmond Elementary School,"1206 Kearsarge St., Ridgecrest",51,455,KG-05
Richmond Elementary School,"700-585 Richmond Rd. E., Susanville",72,212,KG-08
Richmond High School,"1250 23rd St., Richmond",16,"1,528",09-12
Richmond Street Elementary School,"615 Richmond St., El Segundo",89,610,KG-05
Richvale Elementary School,"5236 Church St., Richvale",51,31,01-06
Ridge Crest Elementary School,"28500 John F Kennedy Dr., Moreno Valley",27,574,KG-05
Ridgecrest Charter School,"325 S. Downs St., Ridgecrest",31,421,KG-08
Ridgecrest Intermediate School,"28915 N.bay Rd., Rancho Palos Verdes",94,926,06-08
Ridgemoor Elementary School,"25455 Ridgemoor Rd., Sun City",47,708,KG-05
Ridgepoint Elementary School,"4680 Monument Dr., Sacramento",42,707,KG-08
Ridgeview Elementary School,"9177 Twin Sch Rd., Granite Bay",94,571,04-06
Ridgeview Elementary School,"11021 Sunnyside Dr., Yucaipa",49,730,KG-05
Ridgeview High School,"8501 Stine Rd., Bakersfield",49,"2,383",09-12
Ridgeview High (Continuation) School,"13665 Skyway, Magalia",2,99,09-12
Ridgeview Middle School,"3315 N. Akers St., Visalia",80,-,07-08
Ridgewood Elementary School,"2060 Ridgewood Dr., Eureka",-,276,KG-02
Ridgway High (Continuation) School,"325 Ridgway Ave., Santa Rosa",30,294,09-12
Riley Elementary School,"3319 Sandwood St., Lakewood",49,432,KG-05
Riley Elementary School,"1266 N. G St., San Bernardino",30,634,KG-05
Riley/New Dawn School,"5650 Mt. Ackerly Dr., San Diego",7,174,KG-12
Rim Virtual School,"27315 N. Bay Rd. Ste. C, Blue Jay",-,-,KG-08
Rim Of The World Senior High School,"27400 Highway 18, Lake Arrowhead",50,"1,151",09-12
Rincon High (Continuation) School,"4698 Foothill Rd., Carpinteria",65,24,09-12
Rincon Middle School,"925 Lehner Ave., Escondido",39,"1,225",06-08
Rincon Valley Charter School,"5305 Dupont Dr., Santa Rosa",79,293,KG-08
Rincon Valley Middle School,"4650 Badger Rd., Santa Rosa",89,908,07-08
Rio Americano High School,"4540 American River Dr., Sacramento",69,"1,598",09-12
Rio Bravo Elementary School,"22725 Elem Ln., Bakersfield",43,594,KG-04
Rio Bravo-Greeley Elementary School,"6601 Enos Ln., Bakersfield",38,446,05-08
Rio Calaveras Elementary School,"1819 E. Bianchi Rd., Stockton",56,"1,018",KG-08
Rio Cazadero High (Continuation) School,"7825 Grandstaff Dr., Sacramento",16,192,09-12
Rio Del Mar School,"3150 Thames River, Oxnard",39,531,KG-05
Rio Del Oro Elementary School,"1220 Zanes Dr., Plumas Lake",79,453,KG-05
Rio Del Rey High (Continuation) School,"6052 Juanche, Tranquillity",-,15,09-12
Rio Hondo Elementary School,"11425 Wildflower Rd., Arcadia",43,830,KG-08
Rio Hondo Elementary School,"7731 E. Muller St., Downey",44,828,KG-05
Rio Linda High School,"6309 Dry Creek Rd., Rio Linda",43,"1,738",09-12
Rio Linda Preparatory Academy School,"1101 G St., Rio Linda",16,471,05-08
Rio Lindo Elementary School,"2131 Snow Ave., Oxnard",27,514,KG-05
Rio Mesa High School,"545 Central Ave., Oxnard",41,"2,183",09-12
Rio Norte Junior High School,"28771 Rio Norte Dr., Santa Clarita",89,"1,268",07-08
Rio Plaza Elementary School,"600 Simon Way, Oxnard",13,585,KG-05
Rio Real Elementary School,"1140 Kenney St., Oxnard",13,792,KG-08
Rio Rosales School,"1001 Kohala St., Oxnard",31,539,KG-05
Rio San Gabriel Elementary School,"9338 Gotham St., Downey",65,836,KG-05
Rio Seco Elementary School,"9545 Cuyamaca St., Santee",86,"1,003",KG-08
Rio Tierra Junior High School,"3201 N.stead Dr., Sacramento",14,506,06-08
Rio Valley Charter School,"1110 W. Kettleman Dr. Ste. 10, Lodi",19,307,KG-12
Rio Verde Academy School,"2226 E. Rio Verde Dr., West Covina",1,79,KG-12
Rio Vista Community Day School,"3240 Erskine Creek Rd., Lake Isabella",-,6,05-08
Rio Vista Elementary School,"310 N. Rio Vista St., Anaheim",31,891,KG-05
Rio Vista Elementary School,"611 Pacifica Ave., Bay Point",15,544,KG-05
Rio Vista Elementary School,"67-700 Verona Rd., Cathedral City",54,744,KG-05
Rio Vista Elementary School,"4300 N. Esto, El Monte",65,412,KG-06
Rio Vista Elementary School,"250 Edgewood St., Fillmore",19,481,KG-05
Rio Vista Elementary School,"4243 Satsuma Ave., Los Angeles",68,453,KG-05
Rio Vista Elementary School,"8809 Coffman-Pico Rd., Pico Rivera",40,439,KG-05
Rio Vista Elementary School,"1451 N. California St., San Bernardino",11,422,KG-06
Rio Vista Elementary School,"20417 Cedarcreek St., Santa Clarita",48,621,KG-06
Rio Vista High School,"410 S. Fourth St., Rio Vista",51,381,09-12
Rio Vista Middle School,"6240 W. Palo Alto, Fresno",49,818,07-08
Rio Vista Middle School,"3050 Thames River Dr., Oxnard",27,762,06-08
Rio Vista Of Applied Learning School,"13590 Havasu Rd., Apple Valley",70,"1,063",KG-08
Rio Del Mar Elementary School,"819 Pinehurst Dr., Aptos",88,579,KG-06
Rio Del Norte School,"2500 Lobelia Dr., Oxnard",22,594,KG-05
Rio Del Valle Middle School,"3100 Rose Ave., Oxnard",27,706,06-08
Rios Elementary School,"14314 Rios Canyon Rd., El Cajon",31,271,KG-05
Ripon Elementary School,"509 W. Main St., Ripon",57,449,KG-08
Ripon High School,"301 N. Acacia Ave., Ripon",72,870,09-12
Ripona Elementary School,"415 E. Oregon St., Ripon",47,429,KG-08
Ripperdan Community Day School,"26133 Ave. 7, Madera",-,48,07-12
Rise Community School,"8521 A St., Oakland",0,290,KG-05
Rise Kohyang High School,"1575 W. 2nd St., Los Angeles",-,-,09-12
Rise Kohyang Middle School,"3020 Wilshire Blvd. Ste. 250, Los Angeles",75,370,06-08
Rising Sun School,"2243 Welty Rd., Vernalis",-,8,AE
Rising Sun Montessori School,"7006 Rossmore Ln., El Dorado Hills",50,102,01-08
Rite Of Passage School,"100 Rosaschi Rd., Yerington",16,126,09-12
Ritter Elementary School,"11108 Watts Ave., Los Angeles",22,355,KG-05
River Bend School,"1800 N. Lovers Ln., Visalia",-,108,KG-12
River Bluff Elementary School,"6150 W. Palo Alto, Fresno",60,927,KG-06
River Charter School,"2447 Old Sonoma Rd., Napa",75,365,06-08
River Charter Lighthouse Charter School,"1500 Park Blvd., West Sacramento",23,101,KG-08
River City High School,"1 Raider Ln., West Sacramento",38,"2,057",09-12
River Delta Community Day School,"160 Ct.land High Sch Ln., Courtland",-,6,07-12
River Delta High/Elementary (Alternative) School,"400 Elm Way, Rio Vista",-,11,KG-12
River Glen School,"1088 BRd.way, San Jose",68,526,KG-08
River Heights Intermediate School,"7227 Scholar Way, Eastvale",69,"1,057",07-08
River Islands Technology Academy Ii School,"1175 Marina Dr., Lathrop",82,-,KG-08
River Montessori Elementary Charter School,"3880 Cypress Dr. Ste. B, Petaluma",55,162,KG-06
River Oak Charter School,"555 Leslie St., Ukiah",55,237,KG-08
River Oaks Academy School,"920 Hampshire Rd. Ste. X, Westlake Village",60,200,KG-12
River Oaks Elementary School,"905 Vintage Oak Ave., Galt",61,576,KG-06
River Springs Charter School,"43466 Business Park Dr., Temecula",49,"5,833",KG-12
River Valley Charter School,"9707 1/2 Marilla Dr., Lakeside",97,272,07-12
River Valley High School,"801 El Margarita Rd., Yuba City",44,"1,757",09-12
River's Edge Community Day School,"101 Loop Rd., Hoopa",-,7,KG-8
Rivera Elementary School,"7250 Citronell St., Pico Rivera",34,681,KG-05
Rivera Middle School,"7200 Citronell Ave., Pico Rivera",27,773,06-08
Riverbank Elementary School,"1100 Carrie St., West Sacramento",14,841,KG-08
Riverbank High School,"6200 Claus Rd., Riverbank",57,671,09-12
Riverbank Language Academy School,"2400 Stanislaus St., Riverbank",26,565,KG-08
Riverbend Elementary School,"301 Stewart Rd., Yuba City",50,"1,225",KG-08
Rivercrest Preparatory School,"10551 Bellegrave Ave., Jurupa",41,113,07-12
Riverdale Elementary School,"13222 Lewis St., Garden Grove",42,566,KG-06
Riverdale Elementary School,"3700 Stathem St., Riverdale",23,571,04-08
Riverdale High School,"3086 W. Mt. Whitney Ave., Riverdale",44,566,09-12
Rivergold Elementary School,"31800 Rd. 400, Coarsegold",55,492,KG-08
Riverside County Community School,"3939 13th St., Riverside",7,338,07-12
Riverside County Education Academy School,"13730 Perris Blvd., Moreno Valley",14,271,09-12
Riverside County Education Academy - Indio School,"44-801 Golf Center Pkwy., Indio",-,-,09-12
Riverside County Juvenile Court School,"3939 13th St., Riverside",11,175,KG-12
Riverside County Rop School,"3939 13th St., Riverside",-,-1,09-12
Riverside County Special Education School,"3939 13th St., Riverside",0,674,KG-12
Riverside Drive Charter School,"13061 Riverside Dr., Los Angeles",60,649,KG-05
Riverside Elementary School,"1300 Amador St., Richmond",23,401,KG-06
Riverside Meadows Intermediate School,"1751 Cimarron Dr., Plumas Lake",50,396,06-08
Riverside Preparatory School,"19121 Third St., Oro Grande",33,"2,356",KG-12
Riverside Stem Academy School,"4466 Mount Vernon Ave., Riverside",100,577,05-12
Riverside Virtual School,"4011 Fourteenth St., Riverside",58,87,KG-12
Riverview Elementary School,"2491 E. Behymer Ave., Fresno",94,761,KG-06
Riverview Elementary School,"9308 Winter Gardens Blvd., Lakeside",80,622,01-05
Riverview Elementary School,"4600 Pedley Ave., Norco",45,283,KG-06
Riverview Elementary School,"8662 S. Lac Jac Ave., Parlier",72,451,KG-08
Riverview Middle School,"205 Pacifica Ave., Bay Point",15,771,06-08
Riverview Middle School,"13843  Rivers Edge Rd., Helendale",30,103,07-08
Riverview Middle School,"525 S. Second St., Rio Vista",28,284,06-08
Riverview Stem Elementary School,"10700 Ambassador Dr., Rancho Cordova",84,266,KG-05
Riverway Elementary School,"1341 Glendale Ave., Visalia",22,524,KG-06
Riviera Elementary School,"10505 Fairway Dr., Kelseyville",25,263,KG-05
Riviera Elementary School,"365 Paseo de Arena, Torrance",91,652,KG-05
Rob Reiner Children & Families Center School,"2221 S. A St., Perris",-,-,PK
Robbins Elementary School,"17451 Pepper St., Robbins",44,150,KG-08
Robert A. Millikan Mid Perf Arts Magnet & Sci Academy Stem School,"5041 Sunnyslope Ave., Los Angeles",72,"2,061",06-08
Robert C. Cooley Middle School,"9300 Prairie Woods Way, Roseville",68,918,06-08
Robert C. Fisler Elementary School,"1350 Starbuck St., Fullerton",99,914,KG-08
Robert Down Elementary School,"485 Pine Ave., Pacific Grove",88,469,KG-05
Robert E. Peary Middle School,"1415 W. Gardena Blvd., Gardena",20,"1,332",06-08
Robert E. Willett Elementary School,"1207 Sycamore Ln., Davis",92,529,KG-06
Robert Elliott Alternative Education Center School,"1440 Sunrise Ave., Modesto",8,507,09-12
Robert F. Kennedy Elementary School,"1305 S. Oleander St., Compton",17,629,KG-08
Robert F. Kennedy Elementary School,"4010 E. Ramboz Dr., Los Angeles",12,387,KG-06
Robert F. Kennedy Elementary School,"1602 Lucretia Ave., San Jose",40,489,KG-06
